model_name,run_id,data_name,task_name,metric_name,function_name,result_value,result_cr,result_type
gpt-4-turbo,3,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,3,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo-ca,1,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo-ca,1,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo-ca,1,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo-ca,1,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,2,human_7,Data visualization,Visualization Completeness,Visualization Completeness,False,1,single task (bool)
gpt-4-turbo,2,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,2,human_7,Interpretability and report generation,Report Completeness,Report Completeness,False,1,single task (bool)
gpt-4-turbo,2,human_7,Completion Rate,CR,CR,0.5,0.5,Completion Rate
gpt-4-turbo,9,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,9,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,9,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,9,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,4,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,4,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,4,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,4,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,0,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,0,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,0,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,0,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,8,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,8,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,8,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,8,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,1,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,1,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,1,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,1,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo-ca,0,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo-ca,0,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo-ca,0,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo-ca,0,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,5,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,5,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,5,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,5,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo,6,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo,6,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo,6,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo,6,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
gpt-4-turbo-ca,2,human_7,Data visualization,Visualization Completeness,Visualization Completeness,True,2,single task (bool)
gpt-4-turbo-ca,2,human_7,Data mining,Association Rule Coverage,Association Rule Confidence,False,1,single task (bool)
gpt-4-turbo-ca,2,human_7,Interpretability and report generation,Report Completeness,Report Completeness,True,2,single task (bool)
gpt-4-turbo-ca,2,human_7,Completion Rate,CR,CR,0.8333333333333334,0.8333333333333334,Completion Rate
